Tipo nave (agrupado),TRG,Puerto origen,Puerto destino,Agencia,Sitio,Línea naviera,Servicio,service_time_hours,Calado arribo,Calado diff,covid_era,atraque_hour_sin,atraque_hour_cos,atraque_dayofweek_sin,atraque_dayofweek_cos,atraque_month_sin,atraque_month_cos
Container,28270,LIRQUEN,CHANCAY,80925100-4 - SOMARCO,C1,COSCO GROUP,CHX,10.866666666666667,8.5,1.15,post,-0.258819,-0.965926,-0.974928,-0.222521,0.5,-0.866025
Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,84Q ATACAMA FEEDER,13.666666666666666,10.15,-0.05,post,0.866025,-0.5,0.974928,-0.222521,0.5,-0.866025
Dry Bulk,16084,QUINTERO,MATARANI,82728500-5 - IAN TAYLOR,Sitio 9,MOL,CAR CARRIERS,14.166666666666666,6.25,0.25,post,-0.258819,-0.965926,0.974928,-0.222521,0.5,-0.866025
Container,114394,CHANCAY,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 1,COSCO GROUP,WSA3,52.16666666666666,9.7,1.15,post,0.707107,-0.707107,-0.781831,0.62349,0.0,-1.0
Vehicle Carrier,75283,SHANGHAI,ULSAN,82728500-5 - IAN TAYLOR,Sitio 4/5,EUKOR,CAR CARRIERS,66.85,9.9,1.6,post,-0.5,0.866025,-0.781831,0.62349,0.0,-1.0
Container,90757,CHANCAY,CHANCAY,80925100-4 - SOMARCO,Sitio 1,COSCO GROUP,WSA3,47.81666666666667,10.1,0.65,post,-0.5,0.866025,-0.974928,-0.222521,0.5,-0.866025
Container,28270,LIRQUEN,CHANCAY,80925100-4 - SOMARCO,C1,COSCO GROUP,CHX,10.15,7.8,-0.7,post,-0.258819,-0.965926,-0.781831,0.62349,0.5,-0.866025
Vehicle Carrier,75283,SHANGHAI,ULSAN,82728500-5 - IAN TAYLOR,Sitio 4/5,EUKOR,CAR CARRIERS,6.416666666666667,9.9,1.6,post,0.0,-1.0,-0.974928,-0.222521,0.0,-1.0
Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,84Q ATACAMA FEEDER,20.266666666666666,9.1,-0.85,post,0.0,1.0,0.433884,-0.900969,0.5,-0.866025
Vehicle Carrier,62388,BALBOA,other_destinations,78610880-2 - INCHCAPE,Sitio 4/5,NYK,CAR CARRIERS,29.933333333333334,9.1,0.8,post,-0.707107,0.707107,0.0,1.0,0.866025,-0.5
Container,89174,MEJILLONES,HONG KONG,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,699/ AC3,38.75,10.95,1.05,post,0.965926,-0.258819,0.781831,0.62349,0.866025,-0.5
Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,84Q ATACAMA FEEDER,21.33333333333333,9.45,-0.3,post,1.0,0.0,0.974928,-0.222521,0.866025,-0.5
Container,96223,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C2,CMA CGM,Eurosal,65.81666666666666,9.55,-0.9,post,0.866025,-0.5,0.974928,-0.222521,0.866025,-0.5
Container,28927,CALLAO,CALLAO,96566940-k - AGUNSA,C1,ONE,FLX,29.166666666666668,8.1,0.55,post,0.0,1.0,-0.974928,-0.222521,0.5,-0.866025
Vehicle Carrier,66802,other_origins,ULSAN,82728500-5 - IAN TAYLOR,Sitio 4/5,EUKOR,CAR CARRIERS,53.35,9.55,2.0,post,-0.707107,0.707107,0.433884,-0.900969,0.5,-0.866025
Container,113697,CALLAO,CORONEL,96707720-8 - MSC,C2,MSC,SAWC-USA-NWC,22.916666666666668,10.1,1.65,post,0.866025,-0.5,0.781831,0.62349,0.866025,-0.5
Dry Bulk,25859,other_origins,LIRQUEN,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,75.58333333333333,10.835,5.09,post,0.258819,0.965926,-0.974928,-0.222521,0.5,-0.866025
Container,26671,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C2,CMA CGM,Americas XL,18.633333333333333,9.0,0.075,post,1.0,0.0,-0.433884,-0.900969,0.5,-0.866025
General Cargo,8750,MEJILLONES,ANTOFAGASTA,82728500-5 - IAN TAYLOR,C1,BBC,USA,15.25,4.5,0.2,post,1.0,0.0,-0.781831,0.62349,0.5,-0.866025
Container,40030,CALLAO,KOBE - HYOGO,96566940-k - AGUNSA,C2,ZIM,ZIM Albatros,43.63333333333333,10.2,0.55,post,-0.258819,-0.965926,-0.781831,0.62349,0.5,-0.866025
Container,6385,SAN VICENTE,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 2,TRANSMARES,CABOTAJE SUR,18.916666666666668,4.36,-1.84,post,0.0,-1.0,-0.781831,0.62349,0.5,-0.866025
Container,92198,MEJILLONES,BALBOA,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,30.5,10.7,1.0,post,0.965926,0.258819,0.0,1.0,0.5,-0.866025
Dry Bulk,18263,LIRQUEN,CHANCAY,96566940-k - AGUNSA,C1,XPRESS FEEDER,CHX,7.266666666666667,8.125,0.625,post,0.866025,-0.5,0.781831,0.62349,0.5,-0.866025
Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,84Q ATACAMA FEEDER,21.53333333333333,9.4,0.05,post,-0.258819,-0.965926,0.781831,0.62349,0.5,-0.866025
Dry Bulk,31617,SAN LORENZO,QUINTERO,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,103.41666666666669,9.8,4.2,post,-1.0,-0.0,0.781831,0.62349,0.5,-0.866025
Liquid Bulk,12225,CALLAO,CABO NEGRO,80992000-3 - ULTRAMAR,Sitio 9,NON-LINER,NO SERVICE,9.616666666666667,6.0,0.5,post,0.5,0.866025,0.974928,-0.222521,0.5,-0.866025
Liquid Bulk,12225,CALLAO,CABO NEGRO,80992000-3 - ULTRAMAR,Sitio 3,NON-LINER,NO SERVICE,17.25,6.0,0.5,post,0.0,-1.0,0.974928,-0.222521,0.5,-0.866025
Vehicle Carrier,60825,ZARATE,CALLAO,80992000-3 - ULTRAMAR,Sitio 4/5,NON-LINER,NO SERVICE,6.166666666666667,8.705,0.16,post,-0.5,0.866025,0.433884,-0.900969,0.5,-0.866025
Container,94930,CALLAO,CORONEL,96707720-8 - MSC,Sitio 2,MSC,SAWC-USA-NWC,28.5,10.0,2.15,post,0.965926,-0.258819,0.433884,-0.900969,0.5,-0.866025
Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,C1,NON-LINER,NO SERVICE,39.36666666666667,6.445,-4.485,post,-1.0,-0.0,0.974928,-0.222521,0.5,-0.866025
Container,54465,RIO GRANDE - RS,CALLAO,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,33.63333333333333,12.8,0.15,post,-0.707107,0.707107,-0.974928,-0.222521,0.5,-0.866025
Container,37518,CORONEL,COQUIMBO,96707720-8 - MSC,C1,MSC,Extra Louder,7.466666666666667,7.45,-0.25,post,-0.5,-0.866025,-0.433884,-0.900969,0.5,-0.866025
Vehicle Carrier,46800,BUENAVENTURA,other_destinations,96566940-k - AGUNSA,Sitio 4/5,NON-LINER,NO SERVICE,13.3,10.0,2.5,post,1.0,0.0,0.0,1.0,0.5,-0.866025
Container,94930,MEJILLONES,HONG KONG,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,699/ AC3,21.166666666666668,10.5,0.945,post,-0.258819,-0.965926,0.0,1.0,0.5,-0.866025
Container,94930,MEJILLONES,HONG KONG,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,699/ AC3,43.25,10.5,0.945,post,-0.5,-0.866025,0.974928,-0.222521,0.5,-0.866025
Container,155492,CALLAO,CORONEL,96707720-8 - MSC,C2,MSC,Andes,39.86666666666667,12.2,3.25,post,-0.965926,0.258819,-0.974928,-0.222521,0.5,-0.866025
Container,155084,LIRQUEN,CALLAO,96707720-8 - MSC,Sitio 1,MSC,Andes,61.25,13.35,1.5,post,-0.258819,0.965926,-0.974928,-0.222521,0.5,-0.866025
Container,155084,LIRQUEN,CALLAO,96707720-8 - MSC,Sitio 1,MSC,Andes,16.466666666666665,13.35,1.5,post,-0.707107,0.707107,0.974928,-0.222521,0.5,-0.866025
Container,152165,CALLAO,LIRQUEN,96707720-8 - MSC,Sitio 1,MSC,Andes,86.58333333333333,11.975,1.775,post,-0.965926,0.258819,0.433884,-0.900969,0.5,-0.866025
Container,39906,CALLAO,KOBE - HYOGO,96566940-k - AGUNSA,C1,ZIM,ZIM Albatros,52.06666666666667,8.15,-0.7,post,-0.258819,-0.965926,-0.781831,0.62349,0.5,-0.866025
Dry Bulk,22921,QUINTERO,BALBOA,80992000-3 - ULTRAMAR,C1,NON-LINER,NO SERVICE,43.13333333333333,8.8,-1.005,post,-0.866025,-0.5,0.974928,-0.222521,0.5,-0.866025
Container,27279,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C2,CMA CGM,Americas XL,31.0,8.4,0.25,post,-0.707107,0.707107,0.433884,-0.900969,0.5,-0.866025
Container,6406,SAN VICENTE,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 2,TRANSMARES,CABOTAJE SUR,21.0,4.77,-1.955,post,0.0,-1.0,-0.433884,-0.900969,0.5,-0.866025
Dry Bulk,35600,BAHIA BLANCA,PATILLOS,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,126.16666666666669,11.85,6.55,post,0.0,-1.0,-0.781831,0.62349,0.5,-0.866025
Container,95128,MEJILLONES,HONG KONG,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,699/ AC3,19.33333333333333,10.35,-0.3,post,1.0,0.0,0.781831,0.62349,0.5,-0.866025
Container,95256,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C2,CMA CGM,Eurosal,43.88333333333333,9.45,-0.6,post,-0.5,-0.866025,0.974928,-0.222521,0.5,-0.866025
Container,118945,CALLAO,CALLAO,80992000-3 - ULTRAMAR,C2,HAPAG-LLOYD CHILE SPA,Eurosal,49.1,9.65,0.0,post,-0.707107,0.707107,0.781831,0.62349,0.5,-0.866025
Dry Bulk,23433,SAN LORENZO,QUINTERO,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,109.91666666666669,9.455,2.985,post,-0.258819,0.965926,-0.433884,-0.900969,0.5,-0.866025
Container,53523,RIO GRANDE - RS,CALLAO,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,23.666666666666668,12.5,0.0,post,0.258819,-0.965926,-0.974928,-0.222521,0.5,-0.866025
Container,53523,RIO GRANDE - RS,CALLAO,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,20.216666666666665,12.5,0.0,post,0.707107,-0.707107,0.0,1.0,0.5,-0.866025
Dry Bulk,22746,CALLAO,ANTOFAGASTA,80992000-3 - ULTRAMAR,C1,NON-LINER,NO SERVICE,31.866666666666667,10.89,5.29,post,0.258819,0.965926,0.0,1.0,0.5,-0.866025
Vehicle Carrier,72635,ZARATE,CALLAO,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,9.133333333333333,8.85,0.2,post,-0.258819,-0.965926,0.0,1.0,0.5,-0.866025
Dry Bulk,18263,LIRQUEN,CALLAO,96566940-k - AGUNSA,C1,XPRESS FEEDER,CHX,26.133333333333333,7.525,0.175,post,-0.258819,-0.965926,0.781831,0.62349,0.5,-0.866025
Container,40741,CALLAO,KOBE - HYOGO,96566940-k - AGUNSA,C1,ZIM,ZIM Albatros,14.866666666666667,10.3,2.1,post,-0.965926,-0.258819,0.974928,-0.222521,0.5,-0.866025
Container,39941,RIO GRANDE - RS,CALLAO,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,33.38333333333333,12.65,0.5,post,0.5,0.866025,0.0,1.0,0.5,-0.866025
Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,C1,NON-LINER,NO SERVICE,39.18333333333333,6.015,-4.955,post,0.866025,-0.5,-0.974928,-0.222521,0.5,-0.866025
Liquid Bulk,22446,QUINTERO,SAN ANTONIO - CL,78986820-4 - B&M,Sitio 9,NON-LINER,NO SERVICE,9.716666666666669,6.6,0.2,post,0.0,-1.0,0.0,1.0,0.5,-0.866025
Liquid Bulk,11987,QUINTERO,CORONEL,80992000-3 - ULTRAMAR,Sitio 9,NON-LINER,NO SERVICE,9.816666666666666,8.95,0.3,post,0.0,-1.0,0.974928,-0.222521,0.5,-0.866025
Container,40741,CALLAO,KOBE - HYOGO,96566940-k - AGUNSA,C2,ZIM,ZIM Albatros,29.73333333333333,10.3,2.1,post,0.0,-1.0,-0.433884,-0.900969,0.5,-0.866025
Vehicle Carrier,72269,IQUIQUE,MONTEVIDEO,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,30.133333333333333,8.7,0.5,post,-0.258819,-0.965926,-0.974928,-0.222521,0.5,-0.866025
Container,47952,CALLAO,other_destinations,96566940-k - AGUNSA,Sitio 2,YANG MING,WSA6,35.35,9.6,0.275,post,0.707107,-0.707107,-0.433884,-0.900969,0.5,-0.866025
Dry Bulk,32839,BAHIA BLANCA,COQUIMBO,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,7.166666666666667,12.2,6.7,post,-0.965926,-0.258819,-0.974928,-0.222521,0.5,-0.866025
Container,46444,CALLAO,other_destinations,96566940-k - AGUNSA,C2,ZIM,ZIM Albatros,34.11666666666667,10.8,1.0,post,-0.5,-0.866025,-0.781831,0.62349,0.5,-0.866025
Dry Bulk,32839,BAHIA BLANCA,COQUIMBO,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,94.5,12.2,6.7,post,-0.965926,-0.258819,-0.781831,0.62349,0.5,-0.866025
Container,114044,MEJILLONES,HONG KONG,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,30.33333333333333,10.705,-0.095,post,-0.258819,0.965926,0.0,1.0,0.5,-0.866025
Container,96331,CALLAO,CORONEL,96707720-8 - MSC,C2,NON-LINER,NO SERVICE,51.86666666666667,10.35,1.72,post,1.0,0.0,0.0,1.0,0.5,-0.866025
Dry Bulk,22746,CALLAO,ANTOFAGASTA,80992000-3 - ULTRAMAR,C1,NON-LINER,NO SERVICE,70.28333333333333,10.89,5.29,post,1.0,0.0,0.0,1.0,0.5,-0.866025
Liquid Bulk,11773,BARQUITO,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,NON-LINER,NO SERVICE,29.466666666666665,5.05,-4.2,post,-0.258819,-0.965926,0.433884,-0.900969,0.5,-0.866025
Container,118945,CALLAO,CALLAO,80992000-3 - ULTRAMAR,C2,HAPAG-LLOYD CHILE SPA,Eurosal,60.45,9.875,0.175,post,-0.866025,-0.5,0.781831,0.62349,0.5,-0.866025
Container,90449,CALLAO,NINGBO,91256000-7 - A.J.BROOM,Sitio 2,other_liners,WSA6,53.48333333333333,9.15,-0.425,post,1.0,0.0,0.433884,-0.900969,0.5,-0.866025
Container,6385,SAN VICENTE,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 2,TRANSMARES,CABOTAJE SUR,23.216666666666665,5.685,-0.055,post,-0.258819,-0.965926,0.781831,0.62349,0.5,-0.866025
General Cargo,6967,PISCO-GEN SAN MARTIN,MEJILLONES,82728500-5 - IAN TAYLOR,Sitio 4/5,BBC,USA,15.3,5.55,-0.05,post,0.965926,-0.258819,0.974928,-0.222521,0.5,-0.866025
Vehicle Carrier,68252,SHANGHAI,CHANCAY,80925100-4 - SOMARCO,Sitio 4/5,NON-LINER,NO SERVICE,22.48333333333333,8.9,0.95,post,-0.707107,0.707107,0.974928,-0.222521,0.5,-0.866025
Liquid Bulk,11628,CALLAO,CORONEL,80992000-3 - ULTRAMAR,Sitio 3,NON-LINER,NO SERVICE,13.25,5.9,0.5,post,-0.5,-0.866025,0.781831,0.62349,0.5,-0.866025
Liquid Bulk,12225,MEJILLONES,CABO NEGRO,80992000-3 - ULTRAMAR,Sitio 9,NON-LINER,NO SERVICE,12.333333333333334,8.0,0.95,post,-0.965926,-0.258819,0.781831,0.62349,0.5,-0.866025
Vehicle Carrier,76299,IQUIQUE,NAGOYA - AICHI,96566940-k - AGUNSA,Sitio 4/5,KKK LINE,ASIA,38.75,8.6,0.35,post,0.0,-1.0,0.433884,-0.900969,0.5,-0.866025
Dry Bulk,35810,SAN LORENZO,PATILLOS,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,119.0,11.75,5.715,post,-0.965926,-0.258819,0.433884,-0.900969,0.5,-0.866025
Container,155492,LIRQUEN,CALLAO,96707720-8 - MSC,Sitio 1,MSC,Andes,65.5,14.0,1.25,post,-0.5,-0.866025,0.433884,-0.900969,0.5,-0.866025
Container,54465,ANTOFAGASTA,SAN VICENTE,80992000-3 - ULTRAMAR,Sitio 2,NON-LINER,NO SERVICE,35.833333333333336,9.15,0.15,post,0.5,-0.866025,-0.781831,0.62349,0.0,-1.0
Container,25703,LIRQUEN,CALLAO,96566940-k - AGUNSA,C2,XPRESS FEEDER,CHX,8.133333333333333,8.95,0.7,post,-0.5,-0.866025,-0.781831,0.62349,0.0,-1.0
Container,40952,CALLAO,KOBE - HYOGO,96566940-k - AGUNSA,C1,ZIM,ZIM Albatros,39.63333333333333,10.55,1.45,post,-0.707107,-0.707107,-0.781831,0.62349,0.0,-1.0
Liquid Bulk,12225,MEJILLONES,CABO NEGRO,80992000-3 - ULTRAMAR,Sitio 9,NON-LINER,NO SERVICE,9.833333333333334,8.0,0.95,post,-0.707107,-0.707107,0.433884,-0.900969,0.5,-0.866025
Vehicle Carrier,56951,IQUIQUE,KOBE - HYOGO,96566940-k - AGUNSA,Sitio 4/5,KKK LINE,ASIA,15.433333333333334,8.2,0.65,post,-0.707107,0.707107,-0.781831,0.62349,0.0,-1.0
Container,153733,CALLAO,CORONEL,96707720-8 - MSC,C2,MSC,Andes,49.3,12.05,2.65,post,0.0,1.0,0.0,1.0,0.0,-1.0
Container,6406,SAN VICENTE,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 2,TRANSMARES,CABOTAJE SUR,15.033333333333331,5.15,-1.04,post,1.0,0.0,0.781831,0.62349,0.0,-1.0
Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,C1,NON-LINER,NO SERVICE,28.58333333333333,6.015,-4.575,post,-0.5,0.866025,0.433884,-0.900969,0.5,-0.866025
Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,C1,NON-LINER,NO SERVICE,19.35,6.015,-4.575,post,0.866025,-0.5,0.781831,0.62349,0.0,-1.0
Liquid Bulk,21231,QUINTERO,VALPARAISO,78986820-4 - B&M,Sitio 9,NON-LINER,NO SERVICE,11.466666666666669,8.05,-0.025,post,-0.866025,-0.5,0.781831,0.62349,0.0,-1.0
Container,109534,MEJILLONES,HONG KONG,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,53.41666666666666,12.9,0.4,post,-0.707107,-0.707107,0.781831,0.62349,0.0,-1.0
Dry Bulk,22709,VANCOUVER - BC,PATILLOS,80010900-0 - AGENTAL,Sitio 8,NON-LINER,NO SERVICE,93.58333333333331,10.83,5.58,post,0.965926,-0.258819,-0.974928,-0.222521,0.0,-1.0
Dry Bulk,22863,CALLAO,ANTOFAGASTA,80992000-3 - ULTRAMAR,C1,NON-LINER,NO SERVICE,49.36666666666667,10.8,5.22,post,0.0,-1.0,-0.781831,0.62349,0.0,-1.0
Dry Bulk,22863,CALLAO,ANTOFAGASTA,80992000-3 - ULTRAMAR,C1,NON-LINER,NO SERVICE,62.73333333333333,10.8,5.22,post,0.965926,-0.258819,-0.781831,0.62349,0.0,-1.0
Container,76633,CALLAO,NINGBO,91256000-7 - A.J.BROOM,Sitio 2,other_liners,WSA6,32.416666666666664,10.55,0.35,post,-0.965926,0.258819,0.433884,-0.900969,0.0,-1.0
Container,118945,CALLAO,CALLAO,80992000-3 - ULTRAMAR,C2,HAPAG-LLOYD CHILE SPA,Eurosal,67.1,9.725,1.125,post,0.707107,0.707107,0.974928,-0.222521,0.0,-1.0
General Cargo,9618,MEJILLONES,MEJILLONES,82728500-5 - IAN TAYLOR,C1,BBC,USA,19.35,5.25,0.15,post,1.0,0.0,0.974928,-0.222521,0.0,-1.0
Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,84Q ATACAMA FEEDER,24.7,9.25,0.1,post,-0.5,0.866025,0.781831,0.62349,0.0,-1.0
Container,31622,CALLAO,CALLAO,96566940-k - AGUNSA,C1,ONE,FLX,23.916666666666668,8.225,-0.175,post,0.866025,-0.5,-0.433884,-0.900969,0.0,-1.0
Container,53523,ANTOFAGASTA,SAN VICENTE,80992000-3 - ULTRAMAR,Sitio 1,HAPAG-LLOYD CHILE SPA,SERVICIO CONOSUR / ABAC,31.25,9.3,0.25,post,0.5,-0.866025,-0.433884,-0.900969,0.0,-1.0
Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,84Q ATACAMA FEEDER,25.28333333333333,9.75,1.45,post,1.0,0.0,0.781831,0.62349,0.0,-1.0
Container,43628,IQUIQUE,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,84Q ATACAMA FEEDER,28.55,7.8,-0.65,post,-0.5,-0.866025,0.781831,0.62349,0.0,-1.0
Container,26671,CALLAO,CALLAO,82728500-5 - IAN TAYLOR,C1,CMA CGM,Americas XL,26.666666666666668,8.25,-0.4,post,-0.258819,-0.965926,0.433884,-0.900969,0.0,-1.0
Liquid Bulk,16452,QUINTERO,SAN VICENTE,82728500-5 - IAN TAYLOR,Sitio 9,other_liners,USA,13.866666666666667,9.2,0.15,post,-1.0,-0.0,-0.433884,-0.900969,0.0,-1.0
Vehicle Carrier,61328,SHANGHAI,CALLAO,82728500-5 - IAN TAYLOR,Sitio 4/5,EUKOR,CAR CARRIERS,47.833333333333336,10.05,1.56,post,-0.866025,0.5,0.781831,0.62349,0.0,-1.0
Container,73133,other_origins,CHANCAY,82728500-5 - IAN TAYLOR,C2,CMA CGM,Acsa 1,70.0,12.0,0.95,post,-0.5,0.866025,-0.433884,-0.900969,0.0,-1.0
Container,42799,RIO GRANDE - RS,CALLAO,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,U4Gabac,31.75,12.6,0.09,post,-0.965926,0.258819,-0.974928,-0.222521,0.0,-1.0
Container,92198,MEJILLONES,HONG KONG,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,35.61666666666667,11.2,0.6,post,-0.5,0.866025,0.0,1.0,0.0,-1.0
Container,18680,ANTOFAGASTA,SAN VICENTE,80992000-3 - ULTRAMAR,Sitio 2,HAPAG-LLOYD CHILE SPA,other_services,7.5,6.15,-1.2,post,0.965926,-0.258819,-0.974928,-0.222521,0.0,-1.0
Container,28270,LIRQUEN,CHANCAY,80925100-4 - SOMARCO,C1,COSCO GROUP,CHX,8.85,8.65,-0.1,post,-0.707107,0.707107,-0.974928,-0.222521,0.0,-1.0
Container,68570,CALLAO,CALLAO,96566940-k - AGUNSA,C2,ZIM,ZIM Albatros,41.5,10.6,0.85,post,-0.5,-0.866025,-0.781831,0.62349,0.0,-1.0
Container,94684,VALPARAISO,CALLAO,80992000-3 - ULTRAMAR,C2,HAPAG-LLOYD CHILE SPA,Eurosal,65.56666666666666,7.95,-2.075,post,1.0,0.0,0.974928,-0.222521,0.0,-1.0
Container,75582,CALLAO,NINGBO,80992000-3 - ULTRAMAR,Sitio 2,other_liners,WSA6,49.91666666666666,9.45,-0.05,post,0.707107,-0.707107,-0.974928,-0.222521,0.0,-1.0
Container,18680,ANTOFAGASTA,SAN VICENTE,80992000-3 - ULTRAMAR,C2,HAPAG-LLOYD CHILE SPA,other_services,19.83333333333333,6.15,-1.2,post,-0.707107,-0.707107,-0.974928,-0.222521,0.0,-1.0
Container,109149,CHANCAY,MANZANILLO - MX,80925100-4 - SOMARCO,Sitio 1,COSCO GROUP,WSA3,51.5,10.2,1.15,post,0.965926,0.258819,0.433884,-0.900969,0.0,-1.0
Container,96424,LAZARO CARDENAS - MIC,other_destinations,82728500-5 - IAN TAYLOR,C2,CMA CGM,other_services,50.833333333333336,9.75,0.0,post,0.258819,-0.965926,-0.974928,-0.222521,0.0,-1.0
Vehicle Carrier,59490,ZARATE,CALLAO,80992000-3 - ULTRAMAR,C1,NON-LINER,NO SERVICE,5.333333333333333,8.95,0.125,post,-0.5,-0.866025,-0.974928,-0.222521,0.0,-1.0
Container,6385,SAN VICENTE,PUNTA ARENAS,80992000-3 - ULTRAMAR,Sitio 2,TRANSMARES,CABOTAJE SUR,23.33333333333333,9.5,2.635,post,-0.258819,-0.965926,0.0,1.0,0.0,-1.0
Container,28270,CALLAO,LIRQUEN,80925100-4 - SOMARCO,C1,COSCO GROUP,CHX,15.65,7.1,-0.25,post,-0.258819,0.965926,-0.433884,-0.900969,0.0,-1.0
Container,25703,LIRQUEN,CALLAO,96566940-k - AGUNSA,C1,XPRESS FEEDER,CHX,8.516666666666667,9.5,0.55,post,-0.707107,0.707107,-0.974928,-0.222521,0.0,-1.0
Container,94469,CALLAO,CORONEL,96707720-8 - MSC,C2,MSC,SAWC-USA-NWC,25.98333333333333,9.95,2.1,post,-0.707107,0.707107,0.0,1.0,0.0,-1.0
Container,92198,MEJILLONES,HONG KONG,82728500-5 - IAN TAYLOR,Sitio 1,MAERSK LINE,699/ AC3,39.0,12.95,2.7,post,0.866025,-0.5,0.781831,0.62349,0.0,-1.0
Vehicle Carrier,59954,IQUIQUE,MONTEVIDEO,96566940-k - AGUNSA,Sitio 4/5,HYUNDAI GLOVIS INC.,CAR CARRIERS,26.03333333333333,9.4,0.65,post,0.0,-1.0,0.0,1.0,0.0,-1.0
Container,71806,CALLAO,NINGBO,80992000-3 - ULTRAMAR,Sitio 2,other_liners,WSA6,32.0,9.55,0.0,post,-0.707107,0.707107,0.974928,-0.222521,0.0,-1.0
Liquid Bulk,15659,MEJILLONES,MEJILLONES,80992000-3 - ULTRAMAR,Sitio 3,NON-LINER,NO SERVICE,39.03333333333333,6.44,-4.49,post,0.965926,-0.258819,-0.433884,-0.900969,0.0,-1.0
Container,118945,CALLAO,CALLAO,80992000-3 - ULTRAMAR,C2,HAPAG-LLOYD CHILE SPA,Eurosal,64.55,11.0,1.125,post,0.0,1.0,0.974928,-0.222521,0.0,-1.0
Dry Bulk,25171,CALLAO,PATILLOS,80992000-3 - ULTRAMAR,C1,NON-LINER,NO SERVICE,28.716666666666665,10.355,5.155,post,0.5,0.866025,0.974928,-0.222521,0.0,-1.0
Dry Bulk,34773,SAN LORENZO,SAN LORENZO,80992000-3 - ULTRAMAR,Sitio 8,NON-LINER,NO SERVICE,84.83333333333333,10.175,0.0,post,0.965926,-0.258819,0.974928,-0.222521,0.0,-1.0
Container,92198,MEJILLONES,HONG KONG,82728500-5 - IAN TAYLOR,Sitio 2,MAERSK LINE,699/ AC3,56.71666666666667,12.65,0.05,post,-0.5,-0.866025,0.781831,0.62349,0.0,-1.0
